Provider_ID,Quarter,Staff_to_Patient_Ratio,RN_Hours_per_Patient_Day,Agency_Staff_Percent,Readmission_Cost_per_Case
430048,2025-07-01,7.92,10.18,4.76,14475.67
670025,2024-01-01,4.49,4.9,10.4,17334.48
670025,2024-04-01,4.45,5.45,9.53,17912.64
670025,2024-07-01,4.49,5.18,9.55,16763.92
670025,2024-10-01,4.61,5.2,7.84,16889.36
670025,2025-01-01,4.38,5.79,9.01,17100.3
670025,2025-04-01,5.19,5.69,8.06,16925.46
670025,2025-07-01,4.81,4.95,6.38,17054.17
520095,2024-01-01,5.78,9.9,18.73,15401.89
520095,2024-04-01,6.41,10.99,17.69,14912.14
520095,2024-07-01,6.28,11.4,16.04,14312.81
520095,2024-10-01,5.78,11.31,15.72,15043.4
520095,2025-01-01,6.65,11.46,17.43,14931.07
520095,2025-04-01,6.28,11.48,16.66,15575.2
520095,2025-07-01,7.07,11.34,16.62,14238.01
370178,2024-01-01,3.59,5.93,0.0,11776.13
370178,2024-04-01,3.35,6.01,1.0,11845.38
370178,2024-07-01,3.7,6.28,0.55,11886.99
370178,2024-10-01,3.29,6.56,0.0,11695.07
370178,2025-01-01,3.78,6.08,0.0,11108.62
370178,2025-04-01,4.12,6.96,0.0,12163.39
370178,2025-07-01,3.85,6.71,0.0,11857.35
370112,2024-01-01,6.46,6.63,12.17,10765.02
370112,2024-04-01,5.97,6.32,11.14,10804.16
370112,2024-07-01,6.05,6.54,9.5,10551.99
370112,2024-10-01,6.17,6.5,9.51,10113.56
370112,2025-01-01,6.27,6.23,10.37,10621.62
370112,2025-04-01,6.82,6.6,10.92,10169.12
370112,2025-07-01,6.5,7.13,10.38,10288.21
370158,2024-01-01,6.08,8.4,1.74,10560.84
370158,2024-04-01,5.72,8.28,2.12,10995.43
370158,2024-07-01,6.28,8.65,3.62,10608.91
370158,2024-10-01,7.26,8.97,1.67,9398.97
370158,2025-01-01,7.02,8.37,2.4,9975.51
370158,2025-04-01,6.7,8.94,2.12,9670.91
370158,2025-07-01,7.37,9.19,1.63,9675.71
460011,2024-01-01,3.78,8.74,7.4,14593.41
460011,2024-04-01,4.29,8.05,6.11,14482.83
460011,2024-07-01,3.48,8.63,3.94,15238.8
460011,2024-10-01,4.28,7.92,6.43,14920.6
460011,2025-01-01,4.41,9.16,4.54,14184.29
460011,2025-04-01,4.31,8.54,3.82,14241.42
460011,2025-07-01,4.12,8.75,4.59,14771.68
250044,2024-01-01,3.77,7.62,0.73,12661.35
250044,2024-04-01,4.17,7.45,0.0,11693.31
250044,2024-07-01,4.04,8.24,0.22,12765.32
250044,2024-10-01,4.49,8.01,0.23,12988.93
250044,2025-01-01,3.8,8.08,1.55,13193.88
250044,2025-04-01,4.08,8.52,0.8,12646.17
250044,2025-07-01,4.28,8.06,1.7,12929.77
490089,2024-01-01,3.71,6.74,3.06,16084.35
490089,2024-04-01,4.27,6.66,4.38,16676.9
490089,2024-07-01,4.33,6.87,4.37,15601.52
490089,2024-10-01,4.35,6.96,3.15,15433.88
490089,2025-01-01,4.34,7.28,3.04,15786.24
490089,2025-04-01,4.21,6.37,2.52,15813.05
490089,2025-07-01,4.38,7.83,4.41,14955.55
180115,2024-01-01,5.91,6.91,4.93,15845.86
180115,2024-04-01,6.15,6.7,5.24,15471.39
180115,2024-07-01,6.32,7.12,5.89,15803.9
180115,2024-10-01,6.13,7.32,4.5,15962.38
180115,2025-01-01,6.65,7.45,5.63,14750.21
180115,2025-04-01,6.48,6.86,4.26,15548.9
180115,2025-07-01,7.07,7.59,4.46,14596.57
440084,2024-01-01,4.78,10.88,2.55,13722.65
440084,2024-04-01,4.34,11.22,2.57,14288.93
440084,2024-07-01,4.9,10.78,2.75,14149.76
440084,2024-10-01,4.41,11.62,1.5,13830.93
440084,2025-01-01,5.22,11.36,3.47,13416.65
440084,2025-04-01,5.66,11.45,2.65,13791.85
440084,2025-07-01,5.29,11.6,3.94,13300.05
490097,2024-01-01,4.01,9.66,4.49,13576.49
490097,2024-04-01,4.3,9.49,4.03,13645.18
490097,2024-07-01,4.16,9.51,4.23,13414.57
490097,2024-10-01,3.99,10.18,5.89,12854.97
490097,2025-01-01,4.45,9.96,4.22,13240.39
490097,2025-04-01,4.81,9.59,6.12,13692.38
490097,2025-07-01,4.63,9.91,3.77,12898.71
310118,2024-01-01,5.31,7.34,12.74,9322.81
310118,2024-04-01,5.03,7.14,13.26,8928.65
310118,2024-07-01,5.86,6.63,13.21,8622.21
310118,2024-10-01,5.04,7.46,12.61,9277.19
310118,2025-01-01,5.23,6.71,12.62,9101.75
310118,2025-04-01,5.34,7.61,9.75,9415.71
310118,2025-07-01,5.53,7.34,10.95,8954.18
330086,2024-01-01,5.48,5.17,7.97,12886.57
330086,2024-04-01,5.93,5.19,6.68,12221.24
330086,2024-07-01,6.11,5.32,5.29,12677.13
330086,2024-10-01,5.66,4.98,6.51,12567.25
330086,2025-01-01,6.62,4.79,5.0,12521.0
330086,2025-04-01,6.1,5.66,7.77,12774.55
330086,2025-07-01,5.86,5.69,6.38,12186.82
250162,2024-01-01,6.83,9.43,3.03,9233.4
250162,2024-04-01,7.08,8.46,3.73,9923.05
250162,2024-07-01,6.42,8.65,3.31,9145.83
250162,2024-10-01,7.5,8.8,3.83,8643.54
250162,2025-01-01,7.33,9.1,4.75,9134.98
250162,2025-04-01,7.63,8.93,2.58,8388.83
250162,2025-07-01,7.33,8.61,2.01,8286.3
440040,2024-01-01,3.16,10.3,11.65,14500.8
440040,2024-04-01,3.18,10.52,13.07,15661.87
440040,2024-07-01,3.27,10.22,11.1,14406.39
440040,2024-10-01,3.58,10.6,11.27,14002.36
440040,2025-01-01,3.34,10.76,12.26,15061.16
440040,2025-04-01,3.16,10.97,12.11,14724.72
440040,2025-07-01,3.85,11.01,11.17,13694.31
190140,2024-01-01,3.97,10.8,1.06,13220.11
190140,2024-04-01,2.97,11.31,3.28,13203.35
190140,2024-07-01,4.31,11.53,2.65,12319.55
190140,2024-10-01,3.94,11.73,3.68,12694.17
190140,2025-01-01,4.1,11.08,4.62,12831.62
190140,2025-04-01,4.1,11.47,5.92,12464.99
190140,2025-07-01,4.31,12.06,2.88,13043.32
440070,2024-01-01,3.92,9.86,14.55,14867.73
440070,2024-04-01,4.11,9.81,13.52,13792.53
440070,2024-07-01,4.22,9.51,14.09,14481.61
440070,2024-10-01,4.29,9.74,12.72,14883.84
440070,2025-01-01,4.95,10.74,12.12,13995.81
440070,2025-04-01,4.85,10.07,12.59,14487.59
440070,2025-07-01,4.45,10.2,11.61,13356.82
450654,2024-01-01,5.74,8.81,15.02,15118.85
450654,2024-04-01,6.12,9.45,15.86,15324.93
450654,2024-07-01,6.67,9.13,16.83,14031.49
450654,2024-10-01,6.68,9.42,13.76,14802.36
450654,2025-01-01,6.47,9.2,14.11,14254.98
450654,2025-04-01,6.47,10.06,15.06,14338.16
450654,2025-07-01,6.11,10.19,13.78,14843.55
180105,2024-01-01,3.61,5.47,1.46,9701.72
180105,2024-04-01,3.59,5.56,2.0,9635.95
180105,2024-07-01,3.51,5.61,3.13,10228.99
180105,2024-10-01,4.26,5.84,3.11,9438.91
180105,2025-01-01,3.72,5.76,2.95,9778.41
180105,2025-04-01,3.81,5.65,1.65,9230.81
180105,2025-07-01,4.0,5.66,1.45,9140.09
250077,2024-01-01,5.88,6.77,13.76,12778.38
250077,2024-04-01,5.59,6.5,14.62,13749.12
250077,2024-07-01,5.54,7.09,13.35,13485.72
250077,2024-10-01,6.13,6.59,14.03,13148.58
250077,2025-01-01,6.83,6.92,12.84,13012.4
250077,2025-04-01,6.91,7.18,12.41,12499.91
250077,2025-07-01,6.31,7.46,13.01,12590.71
370040,2024-01-01,4.67,11.03,13.82,18081.4
370040,2024-04-01,5.02,11.2,13.66,17381.13
370040,2024-07-01,4.65,11.39,11.29,16944.59
370040,2024-10-01,4.97,11.13,13.36,17972.54
370040,2025-01-01,5.05,11.43,10.36,16888.87
370040,2025-04-01,5.29,11.31,10.33,16654.56
370040,2025-07-01,4.63,12.0,8.26,16962.88
250096,2024-01-01,3.56,8.05,1.81,15857.33
250096,2024-04-01,3.61,8.3,0.95,16953.58
250096,2024-07-01,3.91,8.48,1.99,16482.53
250096,2024-10-01,3.75,8.3,2.01,15877.12
250096,2025-01-01,3.44,9.29,0.16,16226.14
250096,2025-04-01,3.98,8.27,2.3,15897.32
250096,2025-07-01,3.9,8.1,1.21,15907.19
490002,2024-01-01,6.04,11.39,4.27,15837.47
490002,2024-04-01,5.88,11.87,3.4,16369.51
490002,2024-07-01,5.86,10.92,3.93,16048.43
490002,2024-10-01,6.37,11.81,1.99,15535.96
490002,2025-01-01,5.88,12.55,2.75,15641.77
490002,2025-04-01,6.1,12.23,4.91,15655.91
490002,2025-07-01,6.21,12.43,4.3,15622.92
340133,2024-01-01,5.85,4.63,14.86,14918.09
340133,2024-04-01,5.79,4.81,15.47,15003.04
340133,2024-07-01,6.39,5.02,14.51,14379.83
340133,2024-10-01,5.42,5.74,14.01,14791.87
340133,2025-01-01,6.22,5.16,15.58,14909.7
340133,2025-04-01,6.07,5.24,15.07,15443.64
340133,2025-07-01,5.82,5.57,12.45,14824.73
450178,2024-01-01,3.26,9.9,3.84,10312.89
450178,2024-04-01,3.49,10.29,3.15,10171.9
450178,2024-07-01,3.75,10.22,3.62,9637.55
450178,2024-10-01,3.75,10.56,4.65,10908.07
450178,2025-01-01,4.26,9.63,4.84,10363.71
450178,2025-04-01,4.51,10.81,4.03,10167.7
450178,2025-07-01,4.26,10.49,5.0,9466.12
340120,2024-01-01,6.56,9.46,10.69,8604.36
340120,2024-04-01,7.11,9.08,10.18,8481.24
340120,2024-07-01,6.85,9.25,8.12,8196.34
340120,2024-10-01,6.98,9.46,7.69,7878.62
340120,2025-01-01,7.18,9.3,6.76,7622.48
340120,2025-04-01,7.38,9.54,9.8,8530.97
340120,2025-07-01,7.21,9.79,7.37,7795.25
250124,2024-01-01,6.54,7.86,1.17,16286.57
250124,2024-04-01,6.41,8.29,3.76,16139.35
250124,2024-07-01,7.4,7.96,0.94,15766.81
250124,2024-10-01,7.12,8.52,0.0,15587.94
250124,2025-01-01,6.71,7.8,1.94,16090.52
250124,2025-04-01,7.27,8.49,0.32,15637.41
250124,2025-07-01,7.54,7.87,1.05,15978.0
250043,2024-01-01,5.27,5.67,2.05,16198.4
250043,2024-04-01,5.51,4.69,1.77,16896.47
250043,2024-07-01,5.48,5.19,0.0,17434.51
250043,2024-10-01,5.94,5.77,0.93,15729.48
250043,2025-01-01,5.78,5.16,1.2,15129.83
250043,2025-04-01,5.88,5.72,1.46,16080.62
250043,2025-07-01,6.31,4.99,0.0,16890.72
190118,2024-01-01,4.24,5.32,8.64,12271.03
190118,2024-04-01,3.87,5.74,9.47,11730.63
190118,2024-07-01,4.54,5.44,10.07,11853.48
190118,2024-10-01,4.78,5.37,9.1,10848.01
190118,2025-01-01,4.49,5.18,8.35,10308.1
190118,2025-04-01,4.7,5.76,7.66,11038.24
190118,2025-07-01,4.96,5.75,9.06,10979.31
450411,2024-01-01,5.68,6.94,10.97,10752.27
450411,2024-04-01,6.26,6.9,9.71,10493.37
450411,2024-07-01,5.87,7.26,9.87,11244.79
450411,2024-10-01,6.44,7.41,11.28,11112.83
450411,2025-01-01,6.45,6.69,8.79,10437.92
450411,2025-04-01,6.62,6.95,10.38,10420.76
450411,2025-07-01,6.7,6.97,10.68,9955.89
140147,2024-01-01,2.64,11.68,12.76,13142.14
140147,2024-04-01,3.62,11.72,13.85,12951.43
140147,2024-07-01,3.29,12.14,16.6,13894.89
140147,2024-10-01,3.05,12.16,14.06,13376.47
140147,2025-01-01,3.72,12.58,10.66,13176.35
140147,2025-04-01,3.93,12.38,12.65,12977.84
140147,2025-07-01,3.44,12.07,11.72,12398.16
390104,2024-01-01,6.88,7.27,6.51,7940.91
390104,2024-04-01,7.18,7.59,6.4,8031.25
390104,2024-07-01,7.01,7.82,6.24,8405.54
390104,2024-10-01,6.66,7.41,6.21,8425.28
390104,2025-01-01,7.29,7.74,7.42,8217.65
390104,2025-04-01,7.3,8.19,6.67,7981.75
390104,2025-07-01,7.71,7.9,5.95,7650.58
440010,2024-01-01,3.69,6.35,6.63,17830.34
440010,2024-04-01,4.42,6.8,5.91,17457.13
440010,2024-07-01,4.24,6.65,6.9,17769.01
440010,2024-10-01,3.8,7.15,6.31,17877.76
440010,2025-01-01,4.15,7.22,6.93,17518.8
440010,2025-04-01,4.74,7.03,8.25,16800.13
440010,2025-07-01,4.8,7.21,5.0,17096.22
180106,2024-01-01,4.24,9.79,7.23,11247.0
180106,2024-04-01,4.03,9.97,4.58,11234.11
180106,2024-07-01,4.12,9.34,6.32,11434.54
180106,2024-10-01,4.56,10.02,5.86,11412.9
180106,2025-01-01,4.2,9.86,2.62,10540.19
180106,2025-04-01,3.82,9.99,7.33,11073.82
180106,2025-07-01,3.95,10.44,5.53,10831.63
10169,2024-01-01,4.76,11.16,4.28,8007.95
10169,2024-04-01,4.59,11.65,5.13,7963.97
10169,2024-07-01,5.06,11.8,4.62,8277.7
10169,2024-10-01,5.08,11.99,5.34,8597.56
10169,2025-01-01,4.64,12.65,5.57,9261.93
10169,2025-04-01,5.23,12.07,5.51,9163.61
10169,2025-07-01,5.44,12.66,5.26,8488.59
450754,2024-01-01,3.44,10.55,10.46,11139.7
450754,2024-04-01,3.43,10.75,8.56,10473.6
450754,2024-07-01,3.48,10.54,9.96,10624.05
450754,2024-10-01,4.04,11.66,9.94,11152.5
450754,2025-01-01,3.71,10.97,10.67,11294.68
450754,2025-04-01,4.15,11.72,7.45,10585.19
450754,2025-07-01,3.98,11.26,8.23,10824.16
390130,2024-01-01,4.77,8.12,9.02,14963.72
390130,2024-04-01,5.01,9.08,6.89,14074.32
390130,2024-07-01,5.46,8.74,7.87,13968.3
390130,2024-10-01,5.08,8.86,6.36,14102.28
390130,2025-01-01,5.57,8.88,8.21,14019.01
390130,2025-04-01,5.65,9.38,8.68,14016.19
390130,2025-07-01,4.79,9.0,6.67,13918.52
150101,2024-01-01,3.98,9.59,3.25,10047.34
150101,2024-04-01,4.34,8.49,4.72,10907.49
150101,2024-07-01,4.57,9.26,3.37,10304.87
150101,2024-10-01,4.29,9.62,4.51,10824.07
150101,2025-01-01,4.61,9.36,1.12,9819.29
150101,2025-04-01,4.6,9.37,2.45,10680.92
150101,2025-07-01,5.0,9.75,1.62,10995.44
230078,2024-01-01,4.89,9.46,3.66,13641.66
230078,2024-04-01,4.75,9.29,3.8,13340.79
230078,2024-07-01,5.22,9.57,3.44,13204.45
230078,2024-10-01,4.69,10.44,2.77,13047.12
230078,2025-01-01,5.2,9.83,2.34,13048.69
230078,2025-04-01,5.37,9.88,1.96,12494.96
230078,2025-07-01,5.45,10.02,2.44,12429.11
440032,2024-01-01,4.23,7.14,7.73,13988.17
440032,2024-04-01,4.69,7.69,7.5,13764.54
440032,2024-07-01,4.29,6.86,8.17,13901.8
440032,2024-10-01,4.83,7.37,8.08,13751.46
440032,2025-01-01,4.91,7.81,7.06,13440.8
440032,2025-04-01,4.99,7.53,6.04,14189.8
440032,2025-07-01,4.53,7.7,7.18,13112.8
190151,2024-01-01,6.09,5.9,9.53,10128.75
190151,2024-04-01,6.67,6.54,12.32,11341.75
190151,2024-07-01,6.79,7.22,11.02,10500.64
190151,2024-10-01,6.46,6.49,9.53,10779.93
190151,2025-01-01,7.19,6.31,11.09,11044.28
190151,2025-04-01,6.59,6.06,8.74,11416.42
190151,2025-07-01,6.83,6.71,12.1,10922.92
250036,2024-01-01,5.19,6.42,0.5,11786.89
250036,2024-04-01,5.68,7.7,2.2,13384.43
250036,2024-07-01,5.38,7.76,0.83,11307.95
250036,2024-10-01,5.22,7.72,0.65,12299.36
250036,2025-01-01,5.37,8.3,0.0,13380.93
250036,2025-04-01,5.83,7.95,0.08,11945.56
250036,2025-07-01,5.57,8.05,0.0,12119.67
170058,2024-01-01,6.04,8.78,2.79,14524.81
170058,2024-04-01,5.96,9.15,0.87,15186.56
170058,2024-07-01,6.43,8.76,1.25,15360.29
170058,2024-10-01,6.45,8.58,0.57,14288.68
170058,2025-01-01,6.4,9.14,0.59,15204.77
170058,2025-04-01,6.19,8.97,1.57,14170.79
170058,2025-07-01,6.1,8.28,0.97,14818.73
150061,2024-01-01,3.49,6.17,16.66,10947.6
150061,2024-04-01,4.0,5.88,14.57,11487.71
150061,2024-07-01,3.32,5.92,16.43,12196.07
150061,2024-10-01,3.78,6.05,14.76,10991.76
150061,2025-01-01,3.62,6.82,13.74,11269.8
150061,2025-04-01,4.42,6.33,14.0,10541.52
150061,2025-07-01,3.85,6.18,13.9,11353.65
230208,2024-01-01,4.74,11.6,13.99,18414.75
230208,2024-04-01,4.63,11.73,16.23,18435.49
230208,2024-07-01,4.5,11.72,13.18,18687.04
230208,2024-10-01,4.66,12.11,15.27,19260.84
230208,2025-01-01,4.82,12.24,13.36,17811.38
230208,2025-04-01,4.68,12.17,12.46,18026.59
230208,2025-07-01,4.5,11.51,15.53,17864.02
160147,2024-01-01,4.98,11.67,10.7,9922.64
160147,2024-04-01,4.66,11.52,6.54,10165.45
160147,2024-07-01,4.97,11.08,8.2,10094.11
160147,2024-10-01,5.28,11.33,8.82,9628.59
160147,2025-01-01,5.27,11.64,7.76,9902.83
160147,2025-04-01,5.68,11.34,6.92,10161.77
160147,2025-07-01,5.43,12.08,6.86,9383.39
360046,2024-01-01,3.48,7.69,2.78,11391.1
360046,2024-04-01,3.99,7.67,3.47,11435.06
360046,2024-07-01,3.83,8.11,2.58,10687.5
360046,2024-10-01,3.28,8.59,2.3,11753.98
360046,2025-01-01,4.02,8.43,1.76,10924.86
360046,2025-04-01,4.04,8.41,3.68,11548.17
360046,2025-07-01,4.01,8.17,3.03,10630.62
390236,2024-01-01,6.16,8.28,19.24,11056.42
390236,2024-04-01,6.13,9.09,18.17,11234.74
390236,2024-07-01,6.61,8.71,14.88,11174.6
390236,2024-10-01,6.61,8.41,15.62,10795.33
390236,2025-01-01,7.1,8.53,14.15,11448.89
390236,2025-04-01,6.93,9.09,15.81,10694.13
390236,2025-07-01,7.46,9.39,16.77,10250.16
490144,2024-01-01,4.44,11.87,4.23,10930.03
490144,2024-04-01,4.22,11.8,5.65,10044.8
490144,2024-07-01,4.41,11.47,3.85,9798.46
490144,2024-10-01,4.77,11.77,6.18,10951.86
490144,2025-01-01,4.74,12.42,6.37,10101.57
490144,2025-04-01,4.66,12.25,5.95,10262.96
490144,2025-07-01,4.8,12.71,1.21,9771.71
170109,2024-01-01,6.69,10.45,0.0,8308.87
170109,2024-04-01,6.27,11.0,3.39,8356.71
170109,2024-07-01,6.75,11.0,3.0,8968.65
170109,2024-10-01,6.89,11.34,3.3,9127.68
170109,2025-01-01,7.37,10.84,2.73,8878.51
170109,2025-04-01,7.68,11.72,0.82,8167.92
170109,2025-07-01,7.07,11.12,0.8,8271.87
450055,2024-01-01,4.05,8.39,3.02,16584.81
450055,2024-04-01,4.37,8.1,2.4,16093.51
450055,2024-07-01,4.84,8.96,2.65,16683.43
450055,2024-10-01,4.03,8.75,2.72,16821.97
450055,2025-01-01,4.37,8.46,1.93,16808.95
450055,2025-04-01,4.47,9.24,2.52,16652.11
450055,2025-07-01,5.04,8.82,3.02,16491.97
170094,2024-01-01,4.35,6.63,12.52,15606.09
170094,2024-04-01,4.05,7.45,11.71,16256.82
170094,2024-07-01,4.57,6.49,10.29,14983.98
170094,2024-10-01,4.82,7.37,13.09,15785.75
170094,2025-01-01,4.81,7.56,11.19,15633.98
170094,2025-04-01,4.93,7.27,10.27,14463.02
170094,2025-07-01,5.02,6.84,10.51,15144.44
430008,2024-01-01,4.72,8.45,3.55,11971.08
430008,2024-04-01,5.04,8.81,5.04,12354.41
430008,2024-07-01,5.38,9.28,3.79,11316.82
430008,2024-10-01,5.06,8.76,2.59,11115.56
430008,2025-01-01,4.98,8.3,4.33,12180.15
430008,2025-04-01,4.79,8.98,3.87,12273.73
430008,2025-07-01,5.57,9.19,3.83,11264.19
360270,2024-01-01,2.82,11.87,5.1,9125.32
360270,2024-04-01,3.64,11.33,7.04,8160.93
360270,2024-07-01,3.31,12.31,3.65,9141.02
360270,2024-10-01,3.83,11.42,4.64,9093.63
360270,2025-01-01,3.73,12.48,4.98,8742.51
360270,2025-04-01,3.94,12.6,4.05,8308.98
360270,2025-07-01,3.73,13.12,6.56,8795.91
40072,2024-01-01,3.52,11.01,13.73,17075.94
40072,2024-04-01,3.02,11.27,15.09,18406.34
40072,2024-07-01,3.42,12.28,12.81,17647.53
40072,2024-10-01,3.25,11.51,12.27,17604.42
40072,2025-01-01,3.71,12.41,14.84,17299.38
40072,2025-04-01,3.92,11.81,11.65,17815.66
40072,2025-07-01,4.17,12.13,14.03,17837.12
150146,2024-01-01,3.36,8.94,10.14,17817.29
150146,2024-04-01,3.59,9.26,8.57,17279.41
150146,2024-07-01,3.02,10.56,9.34,16930.84
150146,2024-10-01,3.74,9.2,8.23,16867.5
150146,2025-01-01,3.37,9.51,8.38,16747.71
150146,2025-04-01,3.84,9.55,8.77,16492.82
150146,2025-07-01,3.69,9.25,8.59,17182.77
250002,2024-01-01,5.66,10.25,9.37,17202.86
250002,2024-04-01,6.27,10.5,9.29,16975.03
250002,2024-07-01,5.99,9.95,8.29,16666.41
250002,2024-10-01,5.7,10.17,7.78,17377.79
250002,2025-01-01,6.29,9.83,8.6,17188.61
250002,2025-04-01,6.29,10.78,6.21,16938.2
250002,2025-07-01,5.88,10.6,7.26,17164.96
420104,2024-01-01,4.8,10.15,17.65,9819.59
420104,2024-04-01,4.82,10.17,16.65,10294.13
420104,2024-07-01,4.57,10.11,14.02,10231.9
420104,2024-10-01,5.0,9.24,17.02,10789.14
420104,2025-01-01,4.89,9.95,16.48,10383.84
420104,2025-04-01,5.12,10.54,14.25,10103.42
420104,2025-07-01,5.25,10.87,16.05,9802.96
180053,2024-01-01,3.76,11.07,5.01,12271.54
180053,2024-04-01,2.75,11.73,8.95,12785.05
180053,2024-07-01,3.47,11.4,5.78,11942.63
180053,2024-10-01,3.36,10.87,6.93,12161.71
180053,2025-01-01,3.61,10.61,6.29,12288.16
180053,2025-04-01,3.45,11.4,6.11,11932.8
180053,2025-07-01,3.21,11.84,6.02,13020.75
140059,2024-01-01,6.66,7.66,3.18,12921.22
140059,2024-04-01,6.24,7.58,4.63,13101.99
140059,2024-07-01,6.87,7.64,2.99,12799.04
140059,2024-10-01,7.38,8.1,4.62,12016.83
140059,2025-01-01,7.4,7.29,2.87,12198.29
140059,2025-04-01,7.64,7.67,2.47,11507.43
140059,2025-07-01,6.94,7.78,3.53,12976.3
450370,2024-01-01,4.07,8.14,10.02,12835.43
450370,2024-04-01,4.44,7.9,8.56,13267.92
450370,2024-07-01,4.38,7.71,7.16,12790.16
450370,2024-10-01,4.21,8.46,8.22,12206.74
450370,2025-01-01,4.52,8.14,9.22,13517.01
450370,2025-04-01,4.54,7.66,8.82,12882.51
450370,2025-07-01,4.48,8.87,8.96,13351.8
450755,2024-01-01,3.94,11.42,15.38,17328.73
450755,2024-04-01,3.97,10.98,16.06,17138.83
450755,2024-07-01,3.58,11.81,14.72,16875.42
450755,2024-10-01,4.53,11.23,15.06,16321.64
450755,2025-01-01,4.07,12.26,12.86,16537.51
450755,2025-04-01,4.32,11.6,12.88,16867.61
450755,2025-07-01,4.44,12.12,13.28,16104.95
180149,2024-01-01,5.73,6.92,7.85,9453.56
180149,2024-04-01,6.15,7.25,5.48,9665.46
180149,2024-07-01,6.08,7.28,6.48,9784.44
180149,2024-10-01,7.13,6.85,6.47,9544.84
180149,2025-01-01,6.53,7.55,5.72,9551.84
180149,2025-04-01,6.71,6.95,5.73,10115.89
180149,2025-07-01,6.75,7.69,5.54,9450.63
190263,2024-01-01,4.4,11.23,15.77,15842.05
190263,2024-04-01,3.84,11.32,12.73,16056.41
190263,2024-07-01,3.98,11.31,14.45,16473.67
190263,2024-10-01,4.53,12.11,14.87,16678.03
190263,2025-01-01,4.53,11.42,14.87,16152.98
190263,2025-04-01,4.85,12.07,12.99,15888.42
190263,2025-07-01,4.59,11.9,12.61,16197.44
340106,2024-01-01,4.1,7.11,12.91,14579.21
340106,2024-04-01,4.01,6.81,13.64,14048.19
340106,2024-07-01,4.33,7.01,13.23,14593.53
340106,2024-10-01,4.06,7.3,12.38,14861.77
340106,2025-01-01,4.47,7.36,13.85,15251.96
340106,2025-04-01,4.49,7.64,13.02,15156.33
340106,2025-07-01,4.3,7.88,12.18,14688.65
170009,2024-01-01,5.44,11.51,10.32,15470.41
170009,2024-04-01,6.08,11.94,8.48,15389.42
170009,2024-07-01,5.82,12.47,9.08,14689.26
170009,2024-10-01,5.69,11.85,8.42,14631.63
170009,2025-01-01,6.69,11.89,8.64,14982.59
170009,2025-04-01,6.72,12.42,9.62,15055.41
170009,2025-07-01,6.19,12.62,8.04,14335.93
440109,2024-01-01,3.96,10.13,1.25,15172.98
440109,2024-04-01,3.75,11.09,0.98,14688.54
440109,2024-07-01,4.35,10.57,1.73,15263.97
440109,2024-10-01,4.41,10.51,0.0,14555.55
440109,2025-01-01,4.29,10.98,0.69,15466.37
440109,2025-04-01,4.4,10.72,1.9,14534.83
440109,2025-07-01,4.45,11.33,1.12,15180.56
110189,2024-01-01,4.24,8.03,14.2,13708.62
110189,2024-04-01,4.18,8.83,13.58,13498.05
110189,2024-07-01,4.23,8.86,13.97,13631.88
110189,2024-10-01,4.42,8.82,12.01,13355.36
110189,2025-01-01,4.4,8.63,11.41,13294.85
110189,2025-04-01,4.46,8.9,12.69,13347.57
110189,2025-07-01,4.57,9.09,13.44,13398.78
340037,2024-01-01,6.05,10.83,8.39,17409.04
340037,2024-04-01,6.57,11.26,7.17,17626.23
340037,2024-07-01,6.7,10.74,9.74,17269.06
340037,2024-10-01,6.75,11.16,9.78,16335.0
340037,2025-01-01,6.65,10.94,9.97,17818.44
340037,2025-04-01,6.86,11.22,7.09,16399.55
340037,2025-07-01,7.03,11.15,8.38,16779.4
450419,2024-01-01,3.78,9.5,13.84,14153.82
450419,2024-04-01,4.39,9.41,13.07,13648.79
450419,2024-07-01,4.42,9.47,11.58,14014.64
450419,2024-10-01,4.76,9.17,12.35,13296.39
450419,2025-01-01,4.5,9.93,13.95,13475.35
450419,2025-04-01,4.66,9.27,12.98,13391.2
450419,2025-07-01,3.86,9.83,13.2,13318.85
240141,2024-01-01,5.72,6.86,0.26,9376.23
240141,2024-04-01,5.69,7.16,0.0,8720.76
240141,2024-07-01,6.08,6.27,0.29,8241.05
240141,2024-10-01,5.88,7.08,0.52,9666.1
240141,2025-01-01,5.56,7.15,0.59,9079.41
240141,2025-04-01,6.46,6.7,0.74,9458.57
240141,2025-07-01,5.94,7.21,0.15,8977.36
330132,2024-01-01,7.11,5.7,5.49,9592.95
330132,2024-04-01,6.93,6.03,6.7,10159.41
330132,2024-07-01,7.31,6.15,6.31,9291.66
330132,2024-10-01,7.69,6.34,6.29,9060.24
330132,2025-01-01,6.96,6.51,7.18,9565.07
330132,2025-04-01,7.77,6.05,6.09,9062.02
330132,2025-07-01,7.72,5.43,4.44,9145.3
390138,2024-01-01,3.97,9.66,16.09,12822.85
390138,2024-04-01,3.96,9.73,16.18,12615.42
390138,2024-07-01,4.0,9.59,14.76,11851.18
390138,2024-10-01,4.08,9.62,14.42,12139.99
390138,2025-01-01,4.17,10.17,16.6,12463.88
390138,2025-04-01,3.82,9.41,16.27,12679.03
390138,2025-07-01,3.98,9.99,12.87,11277.84
370100,2024-01-01,4.03,6.04,14.07,18152.93
370100,2024-04-01,3.86,6.75,13.39,18262.24
370100,2024-07-01,4.57,5.7,12.52,17815.32
